,Variable Name,description
2185,BBRR1_FED_UGNOCOMP_PAIDINFULL,
2186,BBRR1_FED_UGNOCOMP_DISCHARGE,
2187,BBRR1_FED_UGUNK_N,
2188,BBRR1_FED_UGUNK_DFLT,
2189,BBRR1_FED_UGUNK_DLNQ,
2190,BBRR1_FED_UGUNK_FBR,
2191,BBRR1_FED_UGUNK_DFR,
2192,BBRR1_FED_UGUNK_NOPROG,
2193,BBRR1_FED_UGUNK_MAKEPROG,
2194,BBRR1_FED_UGUNK_PAIDINFULL,
2195,BBRR1_FED_UGUNK_DISCHARGE,
2196,BBRR1_FED_GR_N,
2197,BBRR1_FED_GR_DFLT,
2198,BBRR1_FED_GR_DLNQ,
2199,BBRR1_FED_GR_FBR,
2200,BBRR1_FED_GR_DFR,
2201,BBRR1_FED_GR_NOPROG,
2202,BBRR1_FED_GR_MAKEPROG,
2203,BBRR1_FED_GR_PAIDINFULL,
2204,BBRR1_FED_GR_DISCHARGE,
2205,BBRR1_FED_GRCOMP_N,
2206,BBRR1_FED_GRCOMP_DFLT,
2207,BBRR1_FED_GRCOMP_DLNQ,
2208,BBRR1_FED_GRCOMP_FBR,
2209,BBRR1_FED_GRCOMP_DFR,
2210,BBRR1_FED_GRCOMP_NOPROG,
2211,BBRR1_FED_GRCOMP_MAKEPROG,
2212,BBRR1_FED_GRCOMP_PAIDINFULL,
2213,BBRR1_FED_GRCOMP_DISCHARGE,
2214,BBRR1_FED_GRNOCOMP_N,
2215,BBRR1_FED_GRNOCOMP_DFLT,
2216,BBRR1_FED_GRNOCOMP_DLNQ,
2217,BBRR1_FED_GRNOCOMP_FBR,
2218,BBRR1_FED_GRNOCOMP_DFR,
2219,BBRR1_FED_GRNOCOMP_NOPROG,
2220,BBRR1_FED_GRNOCOMP_MAKEPROG,
2221,BBRR1_FED_GRNOCOMP_PAIDINFULL,
2222,BBRR1_FED_GRNOCOMP_DISCHARGE,
2223,BBRR1_PP_UG_N,
2224,BBRR1_PP_UG_DFLT,
2225,BBRR1_PP_UG_DLNQ,
2226,BBRR1_PP_UG_FBR,
2227,BBRR1_PP_UG_DFR,
2228,BBRR1_PP_UG_NOPROG,
2229,BBRR1_PP_UG_MAKEPROG,
2230,BBRR1_PP_UG_PAIDINFULL,
2231,BBRR1_PP_UG_DISCHARGE,
2232,BBRR1_PP_UGCOMP_N,
2233,BBRR1_PP_UGCOMP_DFLT,
2234,BBRR1_PP_UGCOMP_DLNQ,
2235,BBRR1_PP_UGCOMP_FBR,
2236,BBRR1_PP_UGCOMP_DFR,
2237,BBRR1_PP_UGCOMP_NOPROG,
2238,BBRR1_PP_UGCOMP_MAKEPROG,
2239,BBRR1_PP_UGCOMP_PAIDINFULL,
2240,BBRR1_PP_UGCOMP_DISCHARGE,
2241,BBRR1_PP_UGNOCOMP_N,
2242,BBRR1_PP_UGNOCOMP_DFLT,
2243,BBRR1_PP_UGNOCOMP_DLNQ,
2244,BBRR1_PP_UGNOCOMP_FBR,
2245,BBRR1_PP_UGNOCOMP_DFR,
2246,BBRR1_PP_UGNOCOMP_NOPROG,
2247,BBRR1_PP_UGNOCOMP_MAKEPROG,
2248,BBRR1_PP_UGNOCOMP_PAIDINFULL,
2249,BBRR1_PP_UGNOCOMP_DISCHARGE,
2250,BBRR1_PP_UGUNK_N,
2251,BBRR1_PP_UGUNK_DFLT,
2252,BBRR1_PP_UGUNK_DLNQ,
2253,BBRR1_PP_UGUNK_FBR,
2254,BBRR1_PP_UGUNK_DFR,
2255,BBRR1_PP_UGUNK_NOPROG,
2256,BBRR1_PP_UGUNK_MAKEPROG,
2257,BBRR1_PP_UGUNK_PAIDINFULL,
2258,BBRR1_PP_UGUNK_DISCHARGE,
2259,BBRR2_FED_UG_N,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2260,BBRR2_FED_UG_DFLT,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2261,BBRR2_FED_UG_DLNQ,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2262,BBRR2_FED_UG_FBR,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2263,BBRR2_FED_UG_DFR,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2264,BBRR2_FED_UG_NOPROG,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2265,BBRR2_FED_UG_MAKEPROG,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2266,BBRR2_FED_UG_PAIDINFULL,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2267,BBRR2_FED_UG_DISCHARGE,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2268,BBRR2_FED_UGCOMP_N,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2269,BBRR2_FED_UGCOMP_DFLT,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2270,BBRR2_FED_UGCOMP_DLNQ,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2271,BBRR2_FED_UGCOMP_FBR,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2272,BBRR2_FED_UGCOMP_DFR,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2273,BBRR2_FED_UGCOMP_NOPROG,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2274,BBRR2_FED_UGCOMP_MAKEPROG,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2275,BBRR2_FED_UGCOMP_PAIDINFULL,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2276,BBRR2_FED_UGCOMP_DISCHARGE,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2277,BBRR2_FED_UGNOCOMP_N,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2278,BBRR2_FED_UGNOCOMP_DFLT,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2279,BBRR2_FED_UGNOCOMP_DLNQ,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2280,BBRR2_FED_UGNOCOMP_FBR,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2281,BBRR2_FED_UGNOCOMP_DFR,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2282,BBRR2_FED_UGNOCOMP_NOPROG,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2283,BBRR2_FED_UGNOCOMP_MAKEPROG,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2284,BBRR2_FED_UGNOCOMP_PAIDINFULL,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2285,BBRR2_FED_UGNOCOMP_DISCHARGE,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2286,BBRR2_FED_UGUNK_N,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2287,BBRR2_FED_UGUNK_DFLT,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2288,BBRR2_FED_UGUNK_DLNQ,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2289,BBRR2_FED_UGUNK_FBR,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2290,BBRR2_FED_UGUNK_DFR,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2291,BBRR2_FED_UGUNK_NOPROG,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2292,BBRR2_FED_UGUNK_MAKEPROG,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2293,BBRR2_FED_UGUNK_PAIDINFULL,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2294,BBRR2_FED_UGUNK_DISCHARGE,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2295,BBRR2_FED_GR_N,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2296,BBRR2_FED_GR_DFLT,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2297,BBRR2_FED_GR_DLNQ,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2298,BBRR2_FED_GR_FBR,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2299,BBRR2_FED_GR_DFR,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2300,BBRR2_FED_GR_NOPROG,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2301,BBRR2_FED_GR_MAKEPROG,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2302,BBRR2_FED_GR_PAIDINFULL,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2303,BBRR2_FED_GR_DISCHARGE,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2304,BBRR2_FED_GRCOMP_N,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2305,BBRR2_FED_GRCOMP_DFLT,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2306,BBRR2_FED_GRCOMP_DLNQ,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2307,BBRR2_FED_GRCOMP_FBR,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2308,BBRR2_FED_GRCOMP_DFR,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2309,BBRR2_FED_GRCOMP_NOPROG,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2310,BBRR2_FED_GRCOMP_MAKEPROG,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2311,BBRR2_FED_GRCOMP_PAIDINFULL,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2312,BBRR2_FED_GRCOMP_DISCHARGE,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2313,BBRR2_FED_GRNOCOMP_N,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2314,BBRR2_FED_GRNOCOMP_DFLT,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2315,BBRR2_FED_GRNOCOMP_DLNQ,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2316,BBRR2_FED_GRNOCOMP_FBR,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2317,BBRR2_FED_GRNOCOMP_DFR,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2318,BBRR2_FED_GRNOCOMP_NOPROG,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2319,BBRR2_FED_GRNOCOMP_MAKEPROG,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2320,BBRR2_FED_GRNOCOMP_PAIDINFULL,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2321,BBRR2_FED_GRNOCOMP_DISCHARGE,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2322,BBRR2_PP_UG_N,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2323,BBRR2_PP_UG_DFLT,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2324,BBRR2_PP_UG_DLNQ,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2325,BBRR2_PP_UG_FBR,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2326,BBRR2_PP_UG_DFR,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2327,BBRR2_PP_UG_NOPROG,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2328,BBRR2_PP_UG_MAKEPROG,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2329,BBRR2_PP_UG_PAIDINFULL,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2330,BBRR2_PP_UG_DISCHARGE,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2331,BBRR2_PP_UGCOMP_N,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2332,BBRR2_PP_UGCOMP_DFLT,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2333,BBRR2_PP_UGCOMP_DLNQ,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2334,BBRR2_PP_UGCOMP_FBR,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2335,BBRR2_PP_UGCOMP_DFR,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2336,BBRR2_PP_UGCOMP_NOPROG,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2337,BBRR2_PP_UGCOMP_MAKEPROG,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2338,BBRR2_PP_UGCOMP_PAIDINFULL,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2339,BBRR2_PP_UGCOMP_DISCHARGE,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2340,BBRR2_PP_UGNOCOMP_N,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2341,BBRR2_PP_UGNOCOMP_DFLT,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2342,BBRR2_PP_UGNOCOMP_DLNQ,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2343,BBRR2_PP_UGNOCOMP_FBR,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2344,BBRR2_PP_UGNOCOMP_DFR,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2345,BBRR2_PP_UGNOCOMP_NOPROG,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2346,BBRR2_PP_UGNOCOMP_MAKEPROG,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2347,BBRR2_PP_UGNOCOMP_PAIDINFULL,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2348,BBRR2_PP_UGNOCOMP_DISCHARGE,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2349,BBRR2_PP_UGUNK_N,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2350,BBRR2_PP_UGUNK_DFLT,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2351,BBRR2_PP_UGUNK_DLNQ,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2352,BBRR2_PP_UGUNK_FBR,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2353,BBRR2_PP_UGUNK_DFR,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2354,BBRR2_PP_UGUNK_NOPROG,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2355,BBRR2_PP_UGUNK_MAKEPROG,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2356,BBRR2_PP_UGUNK_PAIDINFULL,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2357,BBRR2_PP_UGUNK_DISCHARGE,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2358,BBRR2_FED_UG_N_SUPP,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2359,BBRR2_FED_UG_DFLT_SUPP,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2360,BBRR2_FED_UG_DLNQ_SUPP,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2361,BBRR2_FED_UG_FBR_SUPP,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2362,BBRR2_FED_UG_DFR_SUPP,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2363,BBRR2_FED_UG_NOPROG_SUPP,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2364,BBRR2_FED_UG_MAKEPROG_SUPP,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2365,BBRR2_FED_UG_PAIDINFULL_SUPP,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2366,BBRR2_FED_UG_DISCHARGE_SUPP,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2367,BBRR2_FED_UGCOMP_N_SUPP,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2368,BBRR2_FED_UGCOMP_DFLT_SUPP,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2369,BBRR2_FED_UGCOMP_DLNQ_SUPP,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2370,BBRR2_FED_UGCOMP_FBR_SUPP,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2371,BBRR2_FED_UGCOMP_DFR_SUPP,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2372,BBRR2_FED_UGCOMP_NOPROG_SUPP,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2373,BBRR2_FED_UGCOMP_MAKEPROG_SUPP,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2374,BBRR2_FED_UGCOMP_PAIDINFULL_SUPP,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2375,BBRR2_FED_UGCOMP_DISCHARGE_SUPP,"NSLDS AY2015-16, AY2016-17 pooled cohorts measured in 2017-2018, 2018-2019"
2376,LPSTAFFORD_CNT,"NSLDS, all cohorts, measured on June 30, 2020"
2377,LPSTAFFORD_AMT,"NSLDS, all cohorts, measured on June 30, 2020"
2378,LPPPLUS_CNT,"NSLDS, all cohorts, measured on June 30, 2020"
2379,LPPPLUS_AMT,"NSLDS, all cohorts, measured on June 30, 2020"
2380,LPGPLUS_CNT,"NSLDS, all cohorts, measured on June 30, 2020"
2381,LPGPLUS_AMT,"NSLDS, all cohorts, measured on June 30, 2020"
2382,FEDSCHCD,
2383,BOOKSUPPLY,"AcadYr 2018-19, reported in IPEDS DCY2018-19"
2384,ROOMBOARD_ON,"AcadYr 2018-19, reported in IPEDS DCY2018-19"
2385,OTHEREXPENSE_ON,"AcadYr 2018-19, reported in IPEDS DCY2018-19"
2386,ROOMBOARD_OFF,"AcadYr 2018-19, reported in IPEDS DCY2018-19"
2387,OTHEREXPENSE_OFF,"AcadYr 2018-19, reported in IPEDS DCY2018-19"
2388,OTHEREXPENSE_FAM,"AcadYr 2018-19, reported in IPEDS DCY2018-19"
2389,ENDOWBEGIN,"FY2018, reported in IPEDS DCY2018-19"
2390,ENDOWEND,"FY2018, reported in IPEDS DCY2018-19"
2391,DOLPROVIDER,
2392,ADMCON7,"Fall 2018, reported in IPEDS DCY2018-19"
2393,MDCOMP_PD,
2394,MDCOST_PD,
2395,MDEARN_PD,
2396,MDCOMP_ALL,
2397,MDCOST_ALL,
2398,MDEARN_ALL,
2399,D150_L4_PELL_POOLED,
2400,C150_L4_PELL_POOLED,
2401,D150_4_PELL_POOLED,
2402,C150_4_PELL_POOLED,
2403,C150_L4_PELL_POOLED_SUPP,
2404,C150_4_PELL_POOLED_SUPP,
2405,POOLYRS150_PELL,
2406,OMENRYP_PELL_ALL,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
2407,OMENRAP_PELL_ALL,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
2408,OMAWDP8_PELL_ALL,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
2409,OMENRUP_PELL_ALL,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
2410,OMENRYP_PELL_FIRSTTIME,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
2411,OMENRAP_PELL_FIRSTTIME,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
2412,OMAWDP8_PELL_FIRSTTIME,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
2413,OMENRUP_PELL_FIRSTTIME,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
2414,OMENRYP_PELL_NOTFIRSTTIME,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
2415,OMENRAP_PELL_NOTFIRSTTIME,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
2416,OMAWDP8_PELL_NOTFIRSTTIME,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
2417,OMENRUP_PELL_NOTFIRSTTIME,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
2418,OMENRYP_PELL_FULLTIME,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
2419,OMENRAP_PELL_FULLTIME,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
2420,OMAWDP8_PELL_FULLTIME,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
2421,OMENRUP_PELL_FULLTIME,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
2422,OMENRYP_PELL_PARTTIME,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
2423,OMENRAP_PELL_PARTTIME,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
2424,OMAWDP8_PELL_PARTTIME,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
2425,OMENRUP_PELL_PARTTIME,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
2426,OMACHT8_PELL_FTFT,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
2427,OMAWDP8_PELL_FTFT,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
2428,OMENRYP8_PELL_FTFT,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
2429,OMENRAP8_PELL_FTFT,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
2430,OMENRUP8_PELL_FTFT,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
2431,OMACHT8_PELL_PTFT,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
2432,OMAWDP8_PELL_PTFT,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
2433,OMENRYP8_PELL_PTFT,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
2434,OMENRAP8_PELL_PTFT,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
2435,OMENRUP8_PELL_PTFT,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
2436,OMACHT8_PELL_FTNFT,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
2437,OMAWDP8_PELL_FTNFT,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
2438,OMENRYP8_PELL_FTNFT,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
2439,OMENRAP8_PELL_FTNFT,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
2440,OMENRUP8_PELL_FTNFT,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
2441,OMACHT8_PELL_PTNFT,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
2442,OMAWDP8_PELL_PTNFT,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
2443,OMENRYP8_PELL_PTNFT,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
2444,OMENRAP8_PELL_PTNFT,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
2445,OMENRUP8_PELL_PTNFT,"AY 2010-11 cohort, reported in IPEDS DCY2018-19"
2446,OMACHT8_PELL_FTFT_POOLED,
2447,OMACHT8_PELL_PTFT_POOLED,
2448,OMACHT8_PELL_FTNFT_POOLED,
2449,OMACHT8_PELL_PTNFT_POOLED,
2450,OMAWDP8_PELL_FTFT_POOLED,
2451,OMENRYP8_PELL_FTFT_POOLED,
2452,OMENRAP8_PELL_FTFT_POOLED,
2453,OMENRUP8_PELL_FTFT_POOLED,
2454,OMAWDP8_PELL_PTFT_POOLED,
2455,OMENRYP8_PELL_PTFT_POOLED,
2456,OMENRAP8_PELL_PTFT_POOLED,
2457,OMENRUP8_PELL_PTFT_POOLED,
2458,OMAWDP8_PELL_FTNFT_POOLED,
2459,OMENRYP8_PELL_FTNFT_POOLED,
2460,OMENRAP8_PELL_FTNFT_POOLED,
2461,OMENRUP8_PELL_FTNFT_POOLED,
2462,OMAWDP8_PELL_PTNFT_POOLED,
2463,OMENRYP8_PELL_PTNFT_POOLED,
2464,OMENRAP8_PELL_PTNFT_POOLED,
2465,OMENRUP8_PELL_PTNFT_POOLED,
2466,OMENRYP_PELL_ALL_POOLED,
2467,OMENRAP_PELL_ALL_POOLED,
2468,OMAWDP8_PELL_ALL_POOLED,
2469,OMENRUP_PELL_ALL_POOLED,
2470,OMENRYP_PELL_FTT_POOLED,
2471,OMENRAP_PELL_FTT_POOLED,
2472,OMAWDP8_PELL_FTT_POOLED,
2473,OMENRUP_PELL_FTT_POOLED,
2474,OMENRYP_PELL_NFT_POOLED,
2475,OMENRAP_PELL_NFT_POOLED,
2476,OMAWDP8_PELL_NFT_POOLED,
2477,OMENRUP_PELL_NFT_POOLED,
2478,OMENRYP_PELL_FT_POOLED,
2479,OMENRAP_PELL_FT_POOLED,
2480,OMAWDP8_PELL_FT_POOLED,
2481,OMENRUP_PELL_FT_POOLED,
2482,OMENRYP_PELL_PT_POOLED,
2483,OMENRAP_PELL_PT_POOLED,
2484,OMAWDP8_PELL_PT_POOLED,
2485,OMENRUP_PELL_PT_POOLED,
2486,POOLYRSOM_PELL_FTFT,
2487,POOLYRSOM_PELL_PTFT,
